,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
157,2024-09-06,Eco-friendly Triple Room by Vondelpark,Conscious Hotel The Tire Station,2020-08-20,within an hour,98%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Room in boutique hotel,Private room,"[""Hot water kettle"", ""Air conditioning"", ""Shower gel"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Safe"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Coffee maker"", ""Hair dryer"", ""Elevator"", ""EV charger"", ""Conditioner"", ""Shampoo"", ""Wifi""]",t,2020-10-13,2024-08-22,Exempt,t,45429116,20240905174946,363404652.0,1.0,1.4,52.35643,4.8557,3.0,1.0,1.0,3.0,165.0,1.0,365.0,1.1,999.0,65.0,2.6,90,117,13.4,4.78,4.84,4.78,4.78,4.76,4.59,4.56,1.0,1.0,0.0,0.0
159,2024-09-05,LOVELY 2BR GUEST SUITE IN THE HEART OF AMSTERDAM,Cas,2016-01-15,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""32 inch HDTV with Chromecast, premium cable, Netflix, Amazon Prime Video"", ""Boat slip"", ""Body soap"", ""Central heating"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Fast wifi \u2013 57 Mbps"", ""Ethernet connection"", ""Mini fridge"", ""Paid parking garage on premises \u2013 1 space"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Single level home"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Hair dryer"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Philips refrigerator"", ""Long term stays allowed"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2022-05-23,2024-09-04,0363 4073 76AC FC0F 2A04,f,561997609077687306,20240905174946,54719405.0,1.0,2.0,52.37397,4.8878,4.0,1.0,2.0,2.0,313.0,3.0,135.4,3.0,1125.0,65.0,9.0,65,340,13.4,4.77,4.79,4.83,4.94,4.95,4.95,4.57,1.0,1.0,0.0,0.0
160,2024-09-06,groot slaapkamer met een luxe badcel,Joelma,2018-07-16,a few days or more,33%,50%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,"[""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Lock on bedroom door"", ""Host greets you"", ""Private hot tub"", ""Hair dryer"", ""Wifi"", ""Essentials"", ""Free street parking"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2019-09-15,2024-07-29,0363 71BB B120 7A6F 0B4B,f,38337368,20240905174946,202713005.0,1.0,1.4,52.3879,4.95488,2.0,1.0,1.0,1.0,100.0,3.0,10.0,3.0,10.0,65.0,2.6,81,81,23.0,4.83,4.87,4.61,5.0,4.91,4.83,4.78,1.0,1.0,0.0,0.0
163,2024-09-06,Spacious Stylish room @ Leidseplein,Yvo,2014-04-12,within an hour,100%,86%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Body soap"", ""32 inch HDTV with Netflix"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Hot water"", ""Iron"", ""Shared patio or balcony"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Refrigerator"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Noise decibel monitors on property"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2016-04-01,2024-08-18,0363 231A 9828 761F 8D8B,f,11161348,20240905174946,14187610.0,1.0,1.4,52.36349105834961,4.883462905883789,2.0,1.0,1.0,1.0,154.0,1.0,175.0,2.7,175.0,65.0,11.0,62,242,13.4,4.89,4.89,4.94,4.94,4.97,4.97,4.74,1.0,1.0,0.0,0.0
180,2024-09-05,Nice-to-haves like free WiFi and 24/7 reception,Hotel Espresso Amsterdam City,2023-12-21,within an hour,100%,99%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Smoke alarm"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,2024-05-12,2024-08-16,Exempt,t,1091815580643187209,20240905174946,75942371.7,1.0,1.4,52.3629479,4.8762829,2.0,1.0,1.0,1.0,109.0,1.0,365.0,1.0,627.5,65.0,9.0,34,57,6.0,4.9,4.9,4.8,4.9,5.0,4.83,4.7,1.0,1.0,0.0,0.0
188,2024-09-06,Standard Double,Heye 130,2019-02-22,undefined time,0%,100%,f,f,undefined,Room in boutique hotel,Private room,"[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Hair dryer"", ""Exterior security cameras on property"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Hot water""]",f,2021-10-28,2023-11-29,Exempt,f,35504192,20240905174946,244695471.0,1.0,1.4,52.36226,4.86405,2.0,1.0,1.0,1.0,289.6,1.0,135.4,1.0,99.0,65.0,0.0,0,0,7.0,4.86,5.0,4.86,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0
191,2024-09-05,Canal View House in 9streets! Private house,Peike,2015-01-09,within a day,50%,46%,f,t,undefined,Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Washer"", ""Pets allowed"", ""Babysitter recommendations"", ""Coffee maker"", ""Cooking basics"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Crib"", ""Oven"", ""High chair"", ""Hair dryer"", ""Indoor fireplace"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2015-06-03,2024-04-28,0363 4B56 83D3 A6EE 04AD,f,5133110,20240905174946,25832900.0,1.0,3.0,52.3687,4.88595,4.0,1.0,2.0,2.0,150.0,1.0,135.4,2.8,1125.0,65.0,14.0,53,262,34.0,4.68,4.68,4.79,4.71,5.0,4.91,4.59,1.0,1.0,0.0,0.0
197,2024-09-05,Former Rembrandt Workshop 2 Br Canal View Apt,Neil,2012-05-11,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Bosch Built in Fridge Freezer refrigerator"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Marie Stella Maris of Amsterdam body soap"", ""Central heating"", ""Bosch Single Oven Fan Assist oven"", ""Private living room"", ""Portable fans"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Marie Stella Maris of Amsterdam shampoo"", ""Microwave"", ""Canal view"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Host greets you"", ""Sonos  Bluetooth sound system"", ""Paid street parking off premises"", ""Hair dryer"", ""Bosch Four Ring  induction stove"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""City skyline view"", ""Clothing storage: closet and dresser"", ""Books and reading material"", ""Marie Stella Maris of Amsterdam  conditioner"", ""Board games"", ""55 inch HDTV with premium cable"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker, espresso machine, french press, pour-over coffee"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2018-03-25,2024-08-17,0363 E196 9140 B07A FB3A,f,22529423,20240905174946,2350442.0,1.0,1.4,52.37506,4.88305,4.0,1.0,2.0,2.0,251.2,3.0,7.0,2.4,1125.0,65.0,2.0,19,33,13.4,5.0,5.0,5.0,4.98,5.0,4.98,4.95,1.0,1.0,0.0,0.0
198,2024-09-05,Cozy room in central 16th century home,Felix,2014-09-06,within an hour,100%,75%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in home,Private room,"[""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Pets allowed"", ""Outdoor furniture"", ""28 inch HDTV with Chromecast"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Shared patio or balcony"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Host greets you"", ""Clothing storage: walk-in closet and dresser"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Books and reading material"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Paid parking garage off premises"", ""Bed linens""]",t,2023-10-15,2024-08-04,0363 71F6 6921 08EC FBC6,f,34385797,20240905174946,21004084.0,1.0,1.4,52.36470335329404,4.885698577338037,2.0,1.0,1.0,1.0,200.0,2.0,7.0,1.6,7.0,65.0,10.0,10,10,19.0,4.89,4.95,4.95,5.0,4.95,4.95,4.74,1.0,1.0,0.0,0.0
200,2024-09-06,Comfortable holiday home,Karamel,2022-10-26,undefined time,0%,0%,f,f,undefined,Private room in vacation home,Private room,"[""Air conditioning"", ""Smoke alarm"", ""Washer"", ""TV"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",f,00/00/00,00/00/00,03647GE2SS44NBV9K82M,f,746216727886196689,20240905174946,75942371.7,1.0,1.4,52.37019,4.89785,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,365.0,65.0,0.0,0,0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
206,2024-09-06,Cozy Private Studio In Amsterdam,Mino,2023-06-29,within a few hours,100%,73%,f,t,undefined,Private room in rental unit,Private room,"[""Smoke alarm"", ""Lockbox"", ""Central heating"", ""TV"", ""First aid kit"", ""Exterior security cameras on property"", ""Self check-in"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Hot water""]",t,2024-04-25,2024-04-25,0363 52F9 1952 421F F3E6,f,943168198282036282,20240905174946,75942371.7,1.0,2.0,52.37331296953765,4.89680229677464,2.0,1.0,1.0,1.0,289.6,1.0,730.0,1.0,730.0,65.0,12.0,54,54,1.0,4.9,4.9,5.0,4.9,5.0,4.8,4.7,1.0,1.0,0.0,0.0
210,2024-09-06,Guest living lobby doubles as co-working space,The Niu Fender,2024-01-17,within an hour,100%,98%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1070838769999075901,20240905174946,75942371.7,1.0,1.4,52.3689672,4.9463418,2.0,1.0,1.0,1.0,206.0,1.0,365.0,1.0,709.6,65.0,0.0,0,11,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
215,2024-09-05,The little townhouse,Otto,2012-11-01,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room,Private room,"[""Dishes and silverware"", ""Coffee"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Private patio or balcony"", ""Coffee maker"", ""Outdoor furniture"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Bathtub"", ""Single level home"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""Courtyard view"", ""Long term stays allowed"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2019-11-16,2024-07-22,0363 7EDC 08E9 21A2 5270,f,29350903,20240905174946,4029713.0,1.0,1.4,52.35332,4.89381,2.0,1.0,1.0,1.0,150.0,3.0,135.4,3.0,1125.0,65.0,2.0,30,199,13.4,4.83,4.85,4.62,4.96,4.93,4.95,4.73,1.0,1.0,0.0,0.0
222,2024-09-05,Luxury rooftop apartment with private hottub.,Sander,2019-06-22,within a few hours,100%,93%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Smoking allowed"", ""Body soap"", ""Dedicated workspace"", ""84 inch HDTV with Netflix"", ""Private patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Bread maker"", ""Refrigerator"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Paid street parking off premises"", ""Private hot tub"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Breakfast"", ""Essentials"", ""City skyline view"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2020-08-11,2024-08-29,0363 B206 7EF0 9EF9 85DE,f,44276863,20240905174946,270501467.0,1.0,1.0,52.35096,4.91362,2.0,1.0,1.0,1.0,375.0,2.0,30.0,2.0,30.0,65.0,11.0,61,334,13.4,4.95,4.93,4.95,4.98,4.99,4.85,4.8,1.0,1.0,0.0,0.0
234,2024-09-06,Rooftop Garden in Museum Quarter,Pippa,2021-07-22,within an hour,100%,62%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Coffee"", ""Body soap"", ""Washer"", ""Dedicated workspace"", ""Rice maker"", ""Pets allowed"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Radiant heating"", ""Blender"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Ceiling fan"", ""Oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Air conditioning"", ""Dining table"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""Baking sheet""]",t,2024-05-18,2024-08-16,0363 FF40 8E02 310F 11BA,f,1140472495154888795,20240905174946,75942371.7,1.0,1.0,52.35437,4.87332,2.0,1.0,1.0,0.0,191.0,1.0,365.0,1.0,365.0,65.0,11.0,11,54,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
246,2024-09-06,"4 persons, 2 studio’s + 2 luxury bathrooms",André & Inez,2017-10-03,within an hour,100%,100%,f,t,undefined,Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Coffee"", ""Central heating"", ""Private living room"", ""Dedicated workspace"", ""Coffee maker"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""49 inch HDTV with Netflix"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,00/00/00,00/00/00,0363 1855 E0B8 5B53 E259,t,1205660232508764656,20240905174946,153108798.0,1.0,3.0,52.36633956055504,4.877225553722318,4.0,1.0,2.0,1.3,325.0,4.0,135.4,4.1,1125.0,65.0,0.0,43,305,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
254,2024-09-06,Located in the River House annex,Pestana Amsterdam Riverside,2023-11-24,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Pool"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1031705799111446000,20240905174946,75942371.7,1.0,1.4,52.3533681,4.907164,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,731.0,65.0,0.0,0,0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
262,2024-09-06,2 Houseboat Suites Prinsengracht Center 9 streets,Susan,2011-07-12,within an hour,100%,99%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Refrigerator"", ""Canal view"", ""Single level home"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Wifi"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2020-08-28,2024-05-19,0363 B6C0 C79B 8E40 932D,f,43692585,20240905174946,808981.0,1.0,3.0,52.3698457,4.8825539,4.0,1.0,2.0,1.0,251.2,1.0,31.0,4.0,1125.0,65.0,0.0,22,250,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0
284,2024-09-06,Gorgeous and stylish place for two in hip west!,Ester,2019-12-20,within an hour,100%,95%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Whirlpool stainless steel oven"", ""Private living room"", ""Dedicated workspace"", ""Private patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Marie Stella Maris shampoo"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Mini fridge"", ""LG induction stove"", ""Microwave"", ""Wine glasses"", ""Trash compactor"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Marie Stella Maris body soap"", ""Ceiling fan"", ""Host greets you"", ""Marie Stella Maris conditioner"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Whirlpool refrigerator"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",t,2020-01-19,2024-08-10,03633924B821768905E6,t,40960069,20240905174946,319176497.0,1.0,1.0,52.36728,4.85132,2.0,1.0,1.0,2.0,230.0,2.0,135.4,3.0,1125.0,65.0,4.0,22,22,52.0,4.98,4.92,4.98,4.98,4.98,4.71,4.81,1.0,1.0,0.0,0.0
298,2024-09-05,Boutique Amsterdam Room,Janne,2019-08-15,within an hour,100%,100%,f,t,undefined,Private room in guesthouse,Private room,"[""Coffee"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Portable heater"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Housekeeping available 1 hour a day, 1 day a week - available at extra cost"", ""TV"", ""Long term stays allowed"", ""Shampoo""]",t,2024-08-11,2024-09-01,0363 F40A 57F5 F00D 1901,t,1192864563169625427,20240905174946,286014437.0,1.0,1.0,52.3588984,4.9137891,2.0,1.0,1.0,1.0,100.0,2.0,365.0,2.0,365.0,65.0,4.0,41,199,2.0,4.9,4.9,4.8,5.0,5.0,4.5,4.7,1.0,1.0,0.0,0.0
310,2024-09-06,Stay comfy,Marco,2018-05-15,within an hour,100%,100%,f,t,undefined,Private room in rental unit,Private room,"[""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Game console: PS5"", ""Oven"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Room-darkening shades"", ""Heating"", ""TV"", ""Board games"", ""Freezer"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2024-07-03,2024-09-01,0363 0FE3 490C BC93 95D1,f,1168641952556673138,20240905174946,189740915.0,1.0,1.0,52.36295,4.92777,2.0,1.0,1.0,1.0,97.0,1.0,135.4,1.0,1125.0,65.0,11.0,56,56,8.0,4.75,4.75,4.63,5.0,5.0,4.5,4.75,1.0,1.0,0.0,0.0
318,2024-09-05,Spacious 3p apt at the best location you can get!,Christiaan,2019-02-28,within an hour,90%,100%,f,t,undefined,Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Smoke alarm"", ""Essentials"", ""Iron"", ""Washer"", ""Heating"", ""TV"", ""Oven"", ""Coffee maker"", ""Hair dryer"", ""Microwave"", ""Refrigerator"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Single level home"", ""Kitchen"", ""Bed linens""]",t,2019-03-31,2024-07-14,0363 6EF3 971C B15C C2FC,t,32707589,20240905174946,245938143.0,1.0,2.0,52.363205,4.886709,4.0,1.0,2.0,3.0,210.0,1.0,135.4,2.7,1125.0,65.0,3.0,29,29,13.4,4.83,4.84,4.84,4.86,4.86,4.93,4.57,1.0,1.0,0.0,0.0
321,2024-09-05,Lovely private room with canal view,Micheala,2016-04-28,undefined time,0%,0%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""TV with Chromecast"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Mini fridge"", ""Refrigerator"", ""Crib"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Heating"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",t,2018-06-04,2024-08-16,0363 DC58 7745 B842 FE1E,t,25310429,20240905174946,69363456.0,1.0,1.4,52.37122,4.89597,2.0,1.0,1.0,1.0,120.0,1.0,135.4,1.6,1125.0,65.0,4.0,54,54,13.4,4.74,4.83,4.72,4.83,5.0,4.87,4.61,1.0,1.0,0.0,0.0
326,2024-09-05,Casa Ortelius with prívate entrance and bathroom,Joni,2013-03-28,within a day,100%,61%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,"[""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker: french press"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Mini fridge"", ""Clothing storage"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Single level home"", ""Host greets you"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Wifi"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Laundromat nearby"", ""First aid kit"", ""Private entrance"", ""Bed linens""]",t,2022-09-04,2024-05-29,0363 D9B0 B38B 9831 7673,f,684452623411407211,20240905174946,5661846.0,1.0,1.0,52.37246,4.84842,2.0,1.0,1.0,1.0,155.0,2.0,30.0,2.0,30.0,65.0,10.0,14,79,17.0,4.94,4.94,4.82,5.0,5.0,4.82,4.88,1.0,1.0,0.0,0.0
