,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
4997,32844871,2024-09-25,Shared room very central in CDMX,244321663,Casa Mx,2019-02-20,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.44007110595703,-99.14483642578124,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2019-03-31,2024-09-08,Unknown,t,0.94,0.99,16.0,16.0,1.0,2.0,1.0,1.0,197.0,1.0,1125.0,1.0,1125.0,28,85,254,40.0,4.33,4.5,4.05,4.78,4.6,4.63,4.63,16.0,0.0,6.0,9.0
5009,32847824,2024-09-25,IOW4 MED Coqueta x2,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40444,-99.16269,Shared room in rental unit,Shared room,"[""TV"", ""Wifi"", ""Backyard"", ""Patio or balcony"", ""Host greets you"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Elevator"", ""Cooking basics"", ""Hangers""]",2024-09-25,t,2023-02-19,2024-02-26,Unknown,t,1.0,1.0,10.0,12.0,2.0,1.0,1.0,2.0,166.0,1.0,1125.0,1.0,1125.0,0,53,328,5.0,4.0,4.8,3.8,4.2,4.0,4.2,4.8,10.0,0.0,2.0,8.0
5106,33277279,2024-09-25,A Mexican-style home,11613004,Checo,2014-01-24,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Iztapalapa,19.35673141479492,-99.08296966552734,Shared room in condo,Shared room,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""City skyline view"", ""Children\u2019s books and toys"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Exercise equipment"", ""Blender"", ""Shared gym nearby"", ""Hangers"", ""Body soap"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Dining table"", ""Outdoor playground"", ""Luggage dropoff allowed"", ""Coffee"", ""Kitchen"", ""Children's playroom"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Aga Marvel stove"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home""]",2024-09-25,t,2023-10-29,2024-02-25,Unknown,f,0.5,0.88,1.0,1.0,2.0,1.0,1.0,2.0,450.0,1.0,30.0,1.0,30.0,30,90,270,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0
5158,33370974,2024-09-25,The most central and friendly hostel in CDMX,244321663,Casa Mx,2019-02-20,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.44011,-99.14423,Shared room in hostel,Shared room,"[""Outdoor furniture"", ""Wifi"", ""Private patio or balcony"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Paid washer \u2013 In unit"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Shared outdoor kitchen"", ""Outdoor dining area"", ""Cooking basics"", ""Fire extinguisher"", ""Paid dryer \u2013 In unit"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Ping pong table"", ""Microwave""]",2024-09-25,t,2019-04-14,2024-05-31,Unknown,t,0.94,0.99,16.0,16.0,1.0,2.0,1.0,1.0,197.0,1.0,1125.0,1.0,1125.0,28,80,249,107.0,4.61,4.64,4.43,4.79,4.76,4.78,4.64,16.0,0.0,6.0,9.0
5225,33816608,2024-09-25,Sala en departamento para pasar la noche,173504271,Damaris,2018-02-15,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Iztacalco,19.39862,-99.09517,Shared room in rental unit,Shared room,"[""Hot water"", ""Elevator"", ""Wifi"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics""]",2024-09-25,t,2019-05-25,2024-09-16,Unknown,t,0.97,1.0,4.0,11.0,1.0,2.0,1.0,0.0,300.0,1.0,1125.0,1.0,1125.0,2,2,47,111.0,4.77,4.81,4.82,4.8,4.7,4.82,4.74,3.0,0.0,2.0,1.0
5272,33719507,2024-09-25,Cama queen WTC Pepsi SXXI Carlos Mac Gregor UMF28,12656283,Miguel Angel,2014-02-28,within an hour,f,t,"Del Valle Norte, Ciudad de México, Mexico",Benito Juárez,19.39257,-99.16286,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Cooking basics""]",2024-09-25,t,2019-04-25,2022-08-12,Unknown,t,1.0,0.94,8.0,10.0,2.0,2.0,1.0,1.0,676.0,1.0,50.0,1.0,1125.0,30,90,365,56.0,4.84,4.86,4.77,4.91,4.96,4.96,4.93,8.0,3.0,4.0,1.0
5379,34596040,2024-09-25,Shared room close to Bellas Artes CDMX,244321663,Casa Mx,2019-02-20,within an hour,f,t,"Mexico City, Mexico",Cuauhtémoc,19.44322967529297,-99.14412689208984,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Backyard"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""BBQ grill"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2019-05-25,2024-09-09,Unknown,t,0.94,0.99,16.0,16.0,1.0,2.0,1.0,1.0,197.0,1.0,1125.0,1.0,1125.0,29,86,255,44.0,4.59,4.52,4.41,4.48,4.52,4.7,4.61,16.0,0.0,6.0,9.0
5380,34600699,2024-09-25,Airbnb in Mexico City Bed in 8 Mixed Dorm,261044377,Casa Pepe,2019-05-10,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.43109,-99.13571,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",2024-09-25,t,2019-10-13,2024-09-08,Unknown,t,0.94,0.99,11.0,14.0,1.0,1.0,1.0,1.8,260.0,1.0,1125.0,1.1,354.3,30,90,254,196.0,4.71,4.8,4.67,4.81,4.7,4.91,4.77,5.0,0.0,3.0,2.0
5437,34573457,2024-09-25,"Shared room Guerrero CDMX, Centro Bellas Artes",244321663,Casa Mx,2019-02-20,within an hour,f,t,"Mexico City, Mexico",Cuauhtémoc,19.443056106567383,-99.14414978027344,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-25,t,2019-06-08,2023-08-16,Unknown,t,0.94,0.99,16.0,16.0,1.0,2.0,1.0,1.0,197.0,1.0,1125.0,1.0,1125.0,29,81,250,26.0,4.85,4.81,4.69,4.62,4.81,4.77,4.85,16.0,0.0,6.0,9.0
5503,35115936,2024-09-25,Airbnb in Mexico City Bed in 6 Femenine Dorm,261044377,Casa Pepe,2019-05-10,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.42972,-99.13564,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2022-05-03,2024-08-18,Unknown,t,0.94,0.99,11.0,14.0,1.0,1.0,1.0,6.0,318.0,1.0,1125.0,1.0,359.5,30,90,254,6.0,4.83,4.83,4.83,4.83,4.67,5.0,4.67,5.0,0.0,3.0,2.0
5511,35126168,2024-09-26,Friendly and centric hostel in CDMX,244321663,Casa Mx,2019-02-20,within an hour,f,t,"Mexico City, Mexico",Cuauhtémoc,19.44311714172364,-99.14411926269533,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""Refrigerator"", ""Self check-in"", ""Building staff"", ""Shared backyard"", ""Carbon monoxide alarm"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Shared outdoor kitchen"", ""Bed linens"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",2024-09-26,t,2019-09-30,2024-08-29,Unknown,t,0.94,0.99,16.0,16.0,1.0,2.0,1.0,1.0,167.0,1.0,500.0,1.0,1125.0,0,0,0,42.0,4.02,4.1,4.02,4.45,4.36,4.38,4.38,16.0,0.0,6.0,9.0
5741,36144496,2024-09-26,"Cuartos para Estudiantes UNAM, COLMEX y UPN.",104708177,Roman Ernesto,2016-11-21,Unknown,f,f,Mexico City,Tlalpan,19.28523,-99.2201,Shared room in home,Shared room,"[""Washer"", ""Wifi"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""Hot water"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""Stove"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Smoking allowed""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,2.0,2.0,2.0,1.0,2.0,2.0,1511.648404142887,3.0,1125.0,2.8,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,2.0,0.0,0.0,2.0
5832,36417629,2024-09-25,"Casa compartida, acogedora y bien ubicada",273387799,Alejandra,2019-07-03,a few days or more,f,f,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,19.35808,-99.25466,Shared room in rental unit,Shared room,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Cleaning available during stay"", ""Kitchen"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Oven"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2019-07-28,2023-09-18,Unknown,f,1.0,0.9,1.0,1.0,1.0,1.0,2.0,0.0,350.0,1.0,10.0,1.0,10.0,29,89,179,5.0,4.2,4.2,4.0,4.2,4.2,4.2,4.2,1.0,0.0,0.0,1.0
6182,38216913,2024-09-26,Recamaras. Nuevas Centro Historico amuebladas,290295673,Martha,2019-08-30,Unknown,f,f,"Mexico City, Ciudad de México, Mexico",Iztacalco,19.38502,-99.13206,Shared room in home,Shared room,"[""Free parking on premises"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Air conditioning"", ""Essentials"", ""Smoking allowed"", ""Hangers""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,3.0,6.0,1.0,2.0,2.0,1511.648404142887,7.0,30.0,7.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
6184,38219708,2024-09-26,Inspirando a crear!,161595231,Alberto,2017-12-06,Unknown,f,f,Mexico City,Milpa Alta,19.1952,-99.02686,Shared room in home,Shared room,"[""Free parking on premises"", ""Wifi"", ""Essentials"", ""Hot water""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,2.0,7.0,2.0,1.0,2.0,2.0,1511.648404142887,1.0,1125.0,1.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
6261,38098751,2024-09-26,Compartiendo espacios,289183367,Aniceto,2019-08-26,Unknown,f,f,"Mexico City, Ciudad de México, Mexico",Iztapalapa,19.34165,-98.97853,Shared room in home,Shared room,"[""Free parking on premises"", ""Hangers""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,2.0,1.0,2.0,2.0,1511.648404142887,1.0,1125.0,1.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
6429,38797501,2024-09-25,Habitación compartida cerca de la UAM Xochimilco,84791050,Lucia Araceli,2016-07-19,Unknown,f,t,"Mexico City, CDMX, Mexico",Coyoacán,19.31062,-99.1057,Shared room in rental unit,Shared room,"[""Wifi"", ""Kitchen"", ""Pets allowed"", ""Hot water"", ""Smoking allowed"", ""Hangers""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,1.0,1.0,1.0,1.0,236.0,2.0,1125.0,2.0,1125.0,28,88,178,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
6485,39223541,2024-09-25,IOW4 MED Oasis 2,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40444,-99.16269,Shared room in rental unit,Shared room,"[""Iron"", ""Coffee maker"", ""Elevator"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Self check-in"", ""Essentials"", ""Oven"", ""Free street parking"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Microwave""]",2024-09-25,t,2019-11-23,2024-05-31,Unknown,t,1.0,1.0,10.0,12.0,1.0,1.0,1.0,2.0,68.0,1.0,180.0,1.0,1125.0,25,85,360,19.0,4.32,4.26,4.05,4.47,4.63,4.68,4.32,10.0,0.0,2.0,8.0
6496,39227223,2024-09-25,IOW4 MED Coqueta x1,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40444,-99.16269,Shared room in rental unit,Shared room,"[""Iron"", ""Backyard"", ""Wifi"", ""Elevator"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Self check-in"", ""Essentials"", ""Oven"", ""Free street parking"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Microwave""]",2024-09-25,t,2019-11-03,2024-05-31,Unknown,t,1.0,1.0,10.0,12.0,1.0,1.0,1.0,2.0,77.0,1.0,1125.0,1.0,1125.0,0,53,328,22.0,4.77,4.64,4.59,4.82,4.82,4.91,4.68,10.0,0.0,2.0,8.0
6498,39228937,2024-09-25,IOW4 MED Oasis 1,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40444,-99.16269,Shared room in rental unit,Shared room,"[""Iron"", ""Backyard"", ""Wifi"", ""Elevator"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Essentials"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Microwave""]",2024-09-25,t,2019-11-05,2024-08-31,Unknown,f,1.0,1.0,10.0,12.0,1.0,1.0,1.0,2.0,89.0,1.0,1125.0,1.0,1125.0,25,85,360,27.0,4.37,4.26,4.37,4.56,4.59,4.63,4.44,10.0,0.0,2.0,8.0
6899,40806671,2024-09-25,IOW4 MED Maravillosa 1,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.404441833496094,-99.16268920898438,Shared room in rental unit,Shared room,"[""Iron"", ""Coffee maker"", ""Backyard"", ""Wifi"", ""Elevator"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Essentials"", ""Free street parking"", ""Microwave"", ""Cooking basics"", ""Lockbox""]",2024-09-25,t,2020-01-02,2024-08-10,Unknown,t,1.0,1.0,10.0,12.0,1.0,1.0,1.0,2.0,70.0,1.0,180.0,1.0,1125.0,5,65,340,27.0,4.7,4.63,4.67,4.78,4.7,4.89,4.78,10.0,0.0,2.0,8.0
6908,40706470,2024-09-25,Casa Bajio,315944000,Silvia,2019-12-09,Unknown,f,t,"Mexico City, CDMX, Mexico",Cuauhtémoc,19.40381,-99.16238,Shared room in home,Shared room,"[""Iron"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,2.0,8.0,1.0,1.0,2.0,1200.0,1.0,30.0,1.0,1125.0,23,83,83,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
7087,41454296,2024-09-25,Habitación para 8 personas en Polanco.,27841247,Montserrat,2015-02-16,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.43766,-99.18489,Shared room in rental unit,Shared room,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Crib"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""TV with standard cable"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Stove"", ""Extra pillows and blankets"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",2024-09-25,t,2022-01-30,2024-08-23,Unknown,t,1.0,0.97,107.0,113.0,8.0,2.0,1.0,1.8,1796.0,1.0,365.0,1.1,1125.0,24,76,95,12.0,4.25,4.25,4.17,4.58,4.42,4.42,4.33,45.0,27.0,17.0,1.0
7300,42119973,2024-09-26,Tranquila habitación muy bien ubicada,330658981,Francisco,2020-01-25,Unknown,f,f,"Mexico City, Ciudad de México, Mexico",Tlalpan,19.29148,-99.12506,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,2.0,1.0,2.0,2.0,1511.648404142887,2.0,1125.0,2.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
7413,42496463,2024-09-26,IOW4 MED Maravillosa 2,224496196,Ma. De Los Angeles,2018-11-06,within an hour,f,t,Mexico City,Cuauhtémoc,19.404441833496094,-99.16268920898438,Shared room in rental unit,Shared room,"[""Iron"", ""Luggage dropoff allowed"", ""Backyard"", ""Wifi"", ""Elevator"", ""Patio or balcony"", ""Kitchen"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Essentials"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Microwave""]",2024-09-26,t,2020-03-05,2024-08-25,Unknown,t,1.0,1.0,10.0,12.0,1.0,1.0,1.0,1.0,111.0,1.0,1125.0,1.0,1125.0,30,90,365,38.0,4.66,4.58,4.47,4.76,4.84,4.87,4.66,10.0,0.0,2.0,8.0
7581,43133053,2024-09-25,Selina Mexico City Downtown - Bed In Large Dorm,225934240,Selina,2018-11-15,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.42744,-99.14068,Shared room in hotel,Shared room,"[""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed""]",2024-09-25,t,2020-09-07,2024-04-04,Unknown,t,0.85,0.99,9.0,10.0,1.0,1.0,1.0,2.0,300.0,1.0,1125.0,1.0,1125.0,0,0,0,133.0,4.38,4.49,4.41,4.68,4.36,4.62,4.53,5.0,0.0,2.0,3.0
7582,43133165,2024-09-25,Selina Mexico City Downtown - Bed In Small Dorm,225934240,Selina,2018-11-15,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.42767,-99.14219,Shared room in hotel,Shared room,"[""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed""]",2024-09-25,t,2020-08-22,2024-09-07,Unknown,t,0.85,0.99,9.0,10.0,1.0,1.0,1.0,2.0,383.0,1.0,1125.0,1.0,1125.0,0,0,0,7.0,5.0,4.86,4.86,5.0,5.0,5.0,5.0,5.0,0.0,2.0,3.0
7583,43133212,2024-09-25,Selina Mexico City - Bed in Small Dorm Plus,225934240,Selina,2018-11-15,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.42675,-99.14259,Shared room in hotel,Shared room,"[""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed""]",2024-09-25,t,2022-03-22,2024-05-22,Unknown,t,0.85,0.99,9.0,10.0,1.0,1.0,1.0,2.0,363.0,1.0,1125.0,1.0,1125.0,0,0,0,14.0,4.8,4.0,4.8,4.43,3.93,4.5,3.86,5.0,0.0,2.0,3.0
7598,43177038,2024-09-26,Depto en el corazón de la roma,119986897,Geraldine,2017-03-09,Unknown,f,t,Mexico City,Cuauhtémoc,19.41514,-99.16382,Shared room in rental unit,Shared room,"[""Iron"", ""Wifi"", ""Dishes and silverware"", ""Blender"", ""Hangers"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""TV"", ""Free dryer"", ""Bed linens"", ""Kitchen"", ""Cleaning products"", ""ESCUDO body soap"", ""COMERCIAL refrigerator"", ""MABE stove"", ""Free street parking"", ""Exterior security cameras on property"", ""Cooking basics"", ""Microwave""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,2.0,1.0,2.0,2.0,1511.648404142887,1.0,365.0,1.0,365.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
7702,43519836,2024-09-26,Estancia en Coyoacán,318622785,Guadalupe,2019-12-18,Unknown,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.35789,-99.15264,Shared room in home,Shared room,"[""Luggage dropoff allowed"", ""Washer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Hot water"", ""Hangers""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,1.0,4.0,1.0,2.0,2.0,1511.648404142887,30.0,1125.0,30.0,1125.0,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
7750,43846718,2024-09-25,"CDMX, habitación compartida para 10, litera",350569707,Héctor Manuel,2020-06-17,within an hour,f,t,"Ejido del Centro, Ciudad de México, Mexico",Cuauhtémoc,19.42896,-99.13601,Shared room in hostel,Shared room,"[""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Smoke alarm""]",2024-09-25,t,2021-11-16,2023-06-21,Unknown,t,0.83,0.85,4.0,4.0,10.0,0.0,1.0,5.0,1900.0,1.0,1125.0,1.0,1125.0,30,90,365,15.0,4.87,4.93,4.93,5.0,4.8,5.0,4.93,4.0,0.0,1.0,3.0
7776,43702019,2024-09-25,Shared room for women / Near Metrobus,207240505,Luis,2018-08-04,a few days or more,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.46201,-99.14536,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2020-09-01,2022-04-30,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,170.0,28.0,365.0,28.0,365.0,30,90,180,3.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,115.0,0.0,1.8,0.1
