,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
24888,1191428395637843964,2024-09-26,"For Arts Enthusiasts! 4 Units, City Views",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43512544161741,-99.14722559448803,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.1,4.0,4.0,1.8,5951.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24889,1191428926525268705,2024-09-26,"Modern Escape! Roof-Top Deck, Live Music and Band",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43713,-99.14841,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,2.0,1.0,1.0,1.0,1484.0,1.0,365.0,1.0,262.5,26,45,45,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24890,1191429332324761538,2024-09-26,"Travel and Unwind! Near Downtown, Live Music",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43723969363611,-99.1483342656205,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,2.0,1.0,1.0,1.0,1484.0,1.0,365.0,1.0,262.5,26,45,45,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24891,1191429442567129398,2024-09-26,"Near Alameda Central, Bike Tours, Museum Treats",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.435173179706656,-99.14854381562876,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,4.0,2.0,2.0,2.0,2983.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24902,1191429570773350700,2024-09-26,"Classic Retreat, Steps from Alameda Central",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43651,-99.14757,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,4.0,2.0,2.0,2.0,2983.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24903,1191429779968457005,2024-09-26,"Panoramic City Views, Roof-Top with Live Music",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.435522126290746,-99.14687029768751,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,4.0,2.0,2.0,2.0,2983.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24904,1191429861340531992,2024-09-26,"Three Spacious Units, Dancing. Free Local Shuttle",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.437120412156897,-99.1474261830991,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,6.0,3.0,3.0,3.0,4467.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24905,1191429963571572038,2024-09-26,"3 Units with City Views, Near Alameda Central",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.435193806747083,-99.14824030050173,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,6.0,3.0,3.0,3.0,4467.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24906,1191430000251731301,2024-09-26,Stay on the Pulse of Life! 3 Modern Units,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43663,-99.148,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,6.0,3.0,3.0,3.0,4467.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24907,1191430079828817253,2024-09-26,4 Modern Units Just Steps from the Downtown!,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.435303667528714,-99.14860393536064,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,8.0,4.0,4.0,4.0,5951.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24908,1191430130484570539,2024-09-26,"4 Units with City View, Steps from Alameda Central",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.437363070601226,-99.14869788409932,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,8.0,4.0,4.0,4.0,5951.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24909,1191430238014754309,2024-09-26,Rooftop Deck with Majestic Views! 4 Units,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43577969616317,-99.14661243726432,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,8.0,4.0,4.0,4.0,5951.0,1.0,365.0,1.0,262.5,25,44,44,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24910,1191430521084135024,2024-09-26,"Near Alameda Central, Bike Tours, Museum Treats",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43517956766124,-99.14678971728203,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,2.0,1.0,1.0,1.0,1484.0,1.0,365.0,1.0,262.5,26,45,45,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24911,1191431981766770022,2024-09-26,Steps from the Historic District! Bike Tours!,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.436567165131404,-99.14663899465071,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.0,1.0,1.0,2.0,1484.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
